Hours since 00:00 Jan 1,price,fit
1360,40.05,12.8
1361,40.05,12.8
1362,40.05,12.8
1363,40.05,12.8
1364,40.05,12.8
1365,23.87,12.8
1366,23.87,12.8
1367,21.78,12.8
1368,21.78,12.8
1369,21.78,12.8
1370,21.78,12.8
1371,21.78,12.8
1372,21.78,12.8
1373,21.78,12.8
1374,21.78,12.8
1375,23.87,12.8
1376,23.87,12.8
1377,23.87,12.8
1378,23.87,12.8
1379,23.87,12.8
1380,23.87,12.8
1381,23.87,12.8
1382,23.87,12.8
1383,40.05,12.8
1384,40.05,12.8
1385,40.05,12.8
1386,40.05,12.8
1387,40.05,12.8
1388,40.05,12.8
1389,23.87,12.8
1390,23.87,12.8
1391,21.78,12.8
1392,21.78,12.8
1393,21.78,12.8
1394,21.78,12.8
1395,21.78,12.8
1396,21.78,12.8
1397,21.78,12.8
1398,21.78,12.8
1399,23.87,12.8
1400,23.87,12.8
1401,23.87,12.8
1402,23.87,12.8
1403,23.87,12.8
1404,23.87,12.8
1405,23.87,12.8
1406,23.87,12.8
1407,40.05,12.8
1408,40.05,12.8
1409,40.05,12.8
1410,40.05,12.8
1411,40.05,12.8
1412,40.05,12.8
1413,23.87,12.8
1414,23.87,12.8
1415,21.78,12.8
1416,21.78,12.8
1417,21.78,12.8
1418,21.78,12.8
1419,21.78,12.8
1420,21.78,12.8
1421,21.78,12.8
1422,21.78,12.8
1423,23.87,12.8
1424,23.87,12.8
1425,23.87,12.8
1426,23.87,12.8
1427,23.87,12.8
1428,23.87,12.8
1429,23.87,12.8
1430,23.87,12.8
1431,40.05,12.8
1432,40.05,12.8
1433,40.05,12.8
1434,40.05,12.8
1435,40.05,12.8
1436,40.05,12.8
1437,23.87,12.8
1438,23.87,12.8
1439,21.78,12.8
1440,21.78,12.8
1441,21.78,12.8
1442,21.78,12.8
1443,21.78,12.8
1444,21.78,12.8
1445,21.78,12.8
1446,21.78,12.8
1447,23.87,12.8
1448,23.87,12.8
1449,23.87,12.8
1450,23.87,12.8
1451,23.87,12.8
1452,23.87,12.8
1453,23.87,12.8
1454,23.87,12.8
1455,40.05,12.8
1456,40.05,12.8
1457,40.05,12.8
1458,40.05,12.8
1459,40.05,12.8
1460,40.05,12.8
1461,23.87,12.8
1462,23.87,12.8
1463,21.78,12.8
1464,21.78,12.8
1465,21.78,12.8
1466,21.78,12.8
1467,21.78,12.8
1468,21.78,12.8
1469,21.78,12.8
1470,21.78,12.8
1471,23.87,12.8
1472,23.87,12.8
1473,23.87,12.8
1474,23.87,12.8
1475,23.87,12.8
1476,23.87,12.8
1477,23.87,12.8
1478,23.87,12.8
1479,40.05,12.8
1480,40.05,12.8
1481,40.05,12.8
1482,40.05,12.8
1483,40.05,12.8
1484,40.05,12.8
1485,23.87,12.8
1486,23.87,12.8
1487,21.78,12.8
1488,21.78,12.8
1489,21.78,12.8
1490,21.78,12.8
1491,21.78,12.8
1492,21.78,12.8
1493,21.78,12.8
1494,21.78,12.8
1495,23.87,12.8
1496,23.87,12.8
1497,23.87,12.8
1498,23.87,12.8
1499,23.87,12.8
1500,23.87,12.8
1501,23.87,12.8
1502,23.87,12.8
1503,40.05,12.8
1504,40.05,12.8
1505,40.05,12.8
1506,40.05,12.8
1507,40.05,12.8
1508,40.05,12.8
1509,23.87,12.8
1510,23.87,12.8
1511,21.78,12.8
1512,21.78,12.8
1513,21.78,12.8
1514,21.78,12.8
1515,21.78,12.8
1516,21.78,12.8
1517,21.78,12.8
1518,21.78,12.8
1519,23.87,12.8
1520,23.87,12.8
1521,23.87,12.8
1522,23.87,12.8
1523,23.87,12.8
1524,23.87,12.8
1525,23.87,12.8
1526,23.87,12.8
1527,40.05,12.8
1528,40.05,12.8
1529,40.05,12.8
1530,40.05,12.8
1531,40.05,12.8
1532,40.05,12.8
1533,23.87,12.8
1534,23.87,12.8
1535,21.78,12.8
1536,21.78,12.8
1537,21.78,12.8
1538,21.78,12.8
1539,21.78,12.8
1540,21.78,12.8
1541,21.78,12.8
1542,21.78,12.8
1543,23.87,12.8
1544,23.87,12.8
1545,23.87,12.8
1546,23.87,12.8
1547,23.87,12.8
1548,23.87,12.8
1549,23.87,12.8
1550,23.87,12.8
1551,40.05,12.8
1552,40.05,12.8
1553,40.05,12.8
1554,40.05,12.8
1555,40.05,12.8
1556,40.05,12.8
1557,23.87,12.8
1558,23.87,12.8
1559,21.78,12.8
1560,21.78,12.8
1561,21.78,12.8
1562,21.78,12.8
1563,21.78,12.8
1564,21.78,12.8
1565,21.78,12.8
1566,21.78,12.8
1567,23.87,12.8
1568,23.87,12.8
1569,23.87,12.8
1570,23.87,12.8
1571,23.87,12.8
1572,23.87,12.8
1573,23.87,12.8
1574,23.87,12.8
1575,40.05,12.8
1576,40.05,12.8
1577,40.05,12.8
1578,40.05,12.8
1579,40.05,12.8
1580,40.05,12.8
1581,23.87,12.8
1582,23.87,12.8
1583,21.78,12.8
1584,21.78,12.8
1585,21.78,12.8
1586,21.78,12.8
1587,21.78,12.8
1588,21.78,12.8
1589,21.78,12.8
1590,21.78,12.8
1591,23.87,12.8
1592,23.87,12.8
1593,23.87,12.8
1594,23.87,12.8
1595,23.87,12.8
1596,23.87,12.8
1597,23.87,12.8
1598,23.87,12.8
1599,40.05,12.8
1600,40.05,12.8
1601,40.05,12.8
1602,40.05,12.8
1603,40.05,12.8
1604,40.05,12.8
1605,23.87,12.8
1606,23.87,12.8
1607,21.78,12.8
1608,21.78,12.8
1609,21.78,12.8
1610,21.78,12.8
1611,21.78,12.8
1612,21.78,12.8
1613,21.78,12.8
1614,21.78,12.8
1615,23.87,12.8
1616,23.87,12.8
1617,23.87,12.8
1618,23.87,12.8
1619,23.87,12.8
1620,23.87,12.8
1621,23.87,12.8
1622,23.87,12.8
1623,40.05,12.8
1624,40.05,12.8
1625,40.05,12.8
1626,40.05,12.8
1627,40.05,12.8
1628,40.05,12.8
1629,23.87,12.8
1630,23.87,12.8
1631,21.78,12.8
1632,21.78,12.8
1633,21.78,12.8
1634,21.78,12.8
1635,21.78,12.8
1636,21.78,12.8
1637,21.78,12.8
1638,21.78,12.8
1639,23.87,12.8
1640,23.87,12.8
1641,23.87,12.8
1642,23.87,12.8
1643,23.87,12.8
1644,23.87,12.8
1645,23.87,12.8
1646,23.87,12.8
1647,40.05,12.8
1648,40.05,12.8
1649,40.05,12.8
1650,40.05,12.8
1651,40.05,12.8
1652,40.05,12.8
1653,23.87,12.8
1654,23.87,12.8
1655,21.78,12.8
1656,21.78,12.8
1657,21.78,12.8
1658,21.78,12.8
1659,21.78,12.8
1660,21.78,12.8
1661,21.78,12.8
1662,21.78,12.8
1663,23.87,12.8
1664,23.87,12.8
1665,23.87,12.8
1666,23.87,12.8
1667,23.87,12.8
1668,23.87,12.8
1669,23.87,12.8
1670,23.87,12.8
1671,40.05,12.8
1672,40.05,12.8
1673,40.05,12.8
1674,40.05,12.8
1675,40.05,12.8
1676,40.05,12.8
1677,23.87,12.8
1678,23.87,12.8
1679,21.78,12.8
1680,21.78,12.8
1681,21.78,12.8
1682,21.78,12.8
1683,21.78,12.8
1684,21.78,12.8
1685,21.78,12.8
1686,21.78,12.8
1687,23.87,12.8
1688,23.87,12.8
1689,23.87,12.8
1690,23.87,12.8
1691,23.87,12.8
1692,23.87,12.8
1693,23.87,12.8
1694,23.87,12.8
1695,40.05,12.8
1696,40.05,12.8
1697,40.05,12.8
1698,40.05,12.8
1699,40.05,12.8
1700,40.05,12.8
1701,23.87,12.8
1702,23.87,12.8
1703,21.78,12.8
1704,21.78,12.8
1705,21.78,12.8
1706,21.78,12.8
1707,21.78,12.8
1708,21.78,12.8
1709,21.78,12.8
1710,21.78,12.8
1711,23.87,12.8
1712,23.87,12.8
1713,23.87,12.8
1714,23.87,12.8
1715,23.87,12.8
1716,23.87,12.8
1717,23.87,12.8
1718,23.87,12.8
1719,40.05,12.8
1720,40.05,12.8
1721,40.05,12.8
1722,40.05,12.8
1723,40.05,12.8
1724,40.05,12.8
1725,23.87,12.8
1726,23.87,12.8
1727,21.78,12.8
1728,21.78,12.8
1729,21.78,12.8
1730,21.78,12.8
1731,21.78,12.8
1732,21.78,12.8
1733,21.78,12.8
1734,21.78,12.8
1735,23.87,12.8
1736,23.87,12.8
1737,23.87,12.8
1738,23.87,12.8
1739,23.87,12.8
1740,23.87,12.8
1741,23.87,12.8
1742,23.87,12.8
1743,40.05,12.8
1744,40.05,12.8
1745,40.05,12.8
1746,40.05,12.8
1747,40.05,12.8
1748,40.05,12.8
1749,23.87,12.8
1750,23.87,12.8
1751,21.78,12.8
1752,21.78,12.8
1753,21.78,12.8
1754,21.78,12.8
1755,21.78,12.8
1756,21.78,12.8
1757,21.78,12.8
1758,21.78,12.8
1759,23.87,12.8
1760,23.87,12.8
1761,23.87,12.8
1762,23.87,12.8
1763,23.87,12.8
1764,23.87,12.8
1765,23.87,12.8
1766,23.87,12.8
1767,40.05,12.8
1768,40.05,12.8
1769,40.05,12.8
1770,40.05,12.8
1771,40.05,12.8
1772,40.05,12.8
1773,23.87,12.8
1774,23.87,12.8
1775,21.78,12.8
1776,21.78,12.8
1777,21.78,12.8
1778,21.78,12.8
1779,21.78,12.8
1780,21.78,12.8
1781,21.78,12.8
1782,21.78,12.8
1783,23.87,12.8
1784,23.87,12.8
1785,23.87,12.8
1786,23.87,12.8
1787,23.87,12.8
1788,23.87,12.8
1789,23.87,12.8
1790,23.87,12.8
1791,40.05,12.8
1792,40.05,12.8
1793,40.05,12.8
1794,40.05,12.8
1795,40.05,12.8
1796,40.05,12.8
1797,23.87,12.8
1798,23.87,12.8
1799,21.78,12.8
1800,21.78,12.8
1801,21.78,12.8
1802,21.78,12.8
1803,21.78,12.8
1804,21.78,12.8
1805,21.78,12.8
1806,21.78,12.8
1807,23.87,12.8
1808,23.87,12.8
1809,23.87,12.8
1810,23.87,12.8
1811,23.87,12.8
1812,23.87,12.8
1813,23.87,12.8
1814,23.87,12.8
1815,40.05,12.8
1816,40.05,12.8
1817,40.05,12.8
1818,40.05,12.8
1819,40.05,12.8
1820,40.05,12.8
1821,23.87,12.8
1822,23.87,12.8
1823,21.78,12.8
1824,21.78,12.8
1825,21.78,12.8
1826,21.78,12.8
1827,21.78,12.8
1828,21.78,12.8
1829,21.78,12.8
1830,21.78,12.8
1831,23.87,12.8
1832,23.87,12.8
1833,23.87,12.8
1834,23.87,12.8
1835,23.87,12.8
1836,23.87,12.8
1837,23.87,12.8
1838,23.87,12.8
1839,40.05,12.8
1840,40.05,12.8
1841,40.05,12.8
1842,40.05,12.8
1843,40.05,12.8
1844,40.05,12.8
1845,23.87,12.8
1846,23.87,12.8
1847,21.78,12.8
1848,21.78,12.8
1849,21.78,12.8
1850,21.78,12.8
1851,21.78,12.8
1852,21.78,12.8
1853,21.78,12.8
1854,21.78,12.8
1855,23.87,12.8
1856,23.87,12.8
1857,23.87,12.8
1858,23.87,12.8
1859,23.87,12.8
1860,23.87,12.8
1861,23.87,12.8
1862,23.87,12.8
1863,40.05,12.8
1864,40.05,12.8
1865,40.05,12.8
1866,40.05,12.8
1867,40.05,12.8
1868,40.05,12.8
1869,23.87,12.8
1870,23.87,12.8
1871,21.78,12.8
1872,21.78,12.8
1873,21.78,12.8
1874,21.78,12.8
1875,21.78,12.8
1876,21.78,12.8
1877,21.78,12.8
1878,21.78,12.8
1879,23.87,12.8
1880,23.87,12.8
1881,23.87,12.8
1882,23.87,12.8
1883,23.87,12.8
1884,23.87,12.8
1885,23.87,12.8
1886,23.87,12.8
1887,40.05,12.8
1888,40.05,12.8
1889,40.05,12.8
1890,40.05,12.8
1891,40.05,12.8
1892,40.05,12.8
1893,23.87,12.8
1894,23.87,12.8
1895,21.78,12.8
1896,21.78,12.8
1897,21.78,12.8
1898,21.78,12.8
1899,21.78,12.8
1900,21.78,12.8
1901,21.78,12.8
1902,21.78,12.8
1903,23.87,12.8
1904,23.87,12.8
1905,23.87,12.8
1906,23.87,12.8
1907,23.87,12.8
1908,23.87,12.8
1909,23.87,12.8
1910,23.87,12.8
1911,40.05,12.8
1912,40.05,12.8
1913,40.05,12.8
1914,40.05,12.8
1915,40.05,12.8
1916,40.05,12.8
1917,23.87,12.8
1918,23.87,12.8
1919,21.78,12.8
1920,21.78,12.8
1921,21.78,12.8
1922,21.78,12.8
1923,21.78,12.8
1924,21.78,12.8
1925,21.78,12.8
1926,21.78,12.8
1927,23.87,12.8
1928,23.87,12.8
1929,23.87,12.8
1930,23.87,12.8
1931,23.87,12.8
1932,23.87,12.8
1933,23.87,12.8
1934,23.87,12.8
1935,40.05,12.8
1936,40.05,12.8
1937,40.05,12.8
1938,40.05,12.8
1939,40.05,12.8
1940,40.05,12.8
1941,23.87,12.8
1942,23.87,12.8
1943,21.78,12.8
1944,21.78,12.8
1945,21.78,12.8
1946,21.78,12.8
1947,21.78,12.8
1948,21.78,12.8
1949,21.78,12.8
1950,21.78,12.8
1951,23.87,12.8
1952,23.87,12.8
1953,23.87,12.8
1954,23.87,12.8
1955,23.87,12.8
1956,23.87,12.8
1957,23.87,12.8
1958,23.87,12.8
1959,40.05,12.8
1960,40.05,12.8
1961,40.05,12.8
1962,40.05,12.8
1963,40.05,12.8
1964,40.05,12.8
1965,23.87,12.8
1966,23.87,12.8
1967,21.78,12.8
1968,21.78,12.8
1969,21.78,12.8
1970,21.78,12.8
1971,21.78,12.8
1972,21.78,12.8
1973,21.78,12.8
1974,21.78,12.8
1975,23.87,12.8
1976,23.87,12.8
1977,23.87,12.8
1978,23.87,12.8
1979,23.87,12.8
1980,23.87,12.8
1981,23.87,12.8
1982,23.87,12.8
1983,40.05,12.8
1984,40.05,12.8
1985,40.05,12.8
1986,40.05,12.8
1987,40.05,12.8
1988,40.05,12.8
1989,23.87,12.8
1990,23.87,12.8
1991,21.78,12.8
1992,21.78,12.8
1993,21.78,12.8
1994,21.78,12.8
1995,21.78,12.8
1996,21.78,12.8
1997,21.78,12.8
1998,21.78,12.8
1999,23.87,12.8
2000,23.87,12.8
2001,23.87,12.8
2002,23.87,12.8
2003,23.87,12.8
2004,23.87,12.8
2005,23.87,12.8
2006,23.87,12.8
2007,40.05,12.8
2008,40.05,12.8
2009,40.05,12.8
2010,40.05,12.8
2011,40.05,12.8
2012,40.05,12.8
2013,23.87,12.8
2014,23.87,12.8
2015,21.78,12.8
2016,21.78,12.8
2017,21.78,12.8
2018,21.78,12.8
2019,21.78,12.8
2020,21.78,12.8
2021,21.78,12.8
2022,21.78,12.8
2023,23.87,12.8
2024,23.87,12.8
2025,23.87,12.8
2026,23.87,12.8
2027,23.87,12.8
2028,23.87,12.8
2029,23.87,12.8
2030,23.87,12.8
2031,40.05,12.8
2032,40.05,12.8
2033,40.05,12.8
2034,40.05,12.8
2035,40.05,12.8
2036,40.05,12.8
2037,23.87,12.8
2038,23.87,12.8
2039,21.78,12.8
2040,21.78,12.8
2041,21.78,12.8
2042,21.78,12.8
2043,21.78,12.8
2044,21.78,12.8
2045,21.78,12.8
2046,21.78,12.8
2047,23.87,12.8
2048,23.87,12.8
2049,23.87,12.8
2050,23.87,12.8
2051,23.87,12.8
2052,23.87,12.8
2053,23.87,12.8
2054,23.87,12.8
2055,40.05,12.8
2056,40.05,12.8
2057,40.05,12.8
2058,40.05,12.8
2059,40.05,12.8
2060,40.05,12.8
2061,23.87,12.8
2062,23.87,12.8
2063,21.78,12.8
2064,21.78,12.8
2065,21.78,12.8
2066,21.78,12.8
2067,21.78,12.8
2068,21.78,12.8
2069,21.78,12.8
2070,21.78,12.8
2071,23.87,12.8
2072,23.87,12.8
2073,23.87,12.8
2074,23.87,12.8
2075,23.87,12.8
2076,23.87,12.8
2077,23.87,12.8
2078,23.87,12.8
2079,40.05,12.8
2080,40.05,12.8
2081,40.05,12.8
2082,40.05,12.8
2083,40.05,12.8
2084,40.05,12.8
2085,23.87,12.8
2086,23.87,12.8
2087,21.78,12.8
2088,21.78,12.8
2089,21.78,12.8
2090,21.78,12.8
2091,21.78,12.8
2092,21.78,12.8
2093,21.78,12.8
2094,21.78,12.8
2095,23.87,12.8
2096,23.87,12.8
2097,23.87,12.8
2098,23.87,12.8
2099,23.87,12.8
2100,23.87,12.8
2101,23.87,12.8
2102,23.87,12.8
2103,40.05,12.8
2104,40.05,12.8
2105,40.05,12.8
2106,40.05,12.8
2107,40.05,12.8
2108,40.05,12.8
2109,23.87,12.8
2110,23.87,12.8
2111,21.78,12.8
2112,21.78,12.8
2113,21.78,12.8
2114,21.78,12.8
2115,21.78,12.8
2116,21.78,12.8
2117,21.78,12.8
2118,21.78,12.8
2119,23.87,12.8
2120,23.87,12.8
2121,23.87,12.8
2122,23.87,12.8
2123,23.87,12.8
2124,23.87,12.8
2125,23.87,12.8
2126,23.87,12.8
2127,40.05,12.8
2128,40.05,12.8
2129,40.05,12.8
2130,40.05,12.8
2131,40.05,12.8
2132,40.05,12.8
2133,23.87,12.8
2134,23.87,12.8
2135,21.78,12.8
2136,21.78,12.8
2137,21.78,12.8
2138,21.78,12.8
2139,21.78,12.8
2140,21.78,12.8
2141,21.78,12.8
2142,21.78,12.8
2143,23.87,12.8
2144,23.87,12.8
2145,23.87,12.8
2146,23.87,12.8
2147,23.87,12.8
2148,23.87,12.8
2149,23.87,12.8
2150,23.87,12.8
2151,40.05,12.8
2152,40.05,12.8
2153,40.05,12.8
2154,40.05,12.8
2155,40.05,12.8
2156,40.05,12.8
2157,23.87,12.8
2158,23.87,12.8
2159,21.78,12.8
2160,21.78,12.8
2161,21.78,12.8
2162,21.78,12.8
2163,21.78,12.8
2164,21.78,12.8
2165,21.78,12.8
2166,21.78,12.8
2167,23.87,12.8
2168,23.87,12.8
2169,23.87,12.8
2170,23.87,12.8
2171,23.87,12.8
2172,23.87,12.8
2173,23.87,12.8
2174,23.87,12.8
2175,40.05,12.8
2176,40.05,12.8
2177,40.05,12.8
2178,40.05,12.8
2179,40.05,12.8
2180,40.05,12.8
2181,23.87,12.8
2182,23.87,12.8
2183,21.78,12.8
2184,21.78,12.8
2185,21.78,12.8
2186,21.78,12.8
2187,21.78,12.8
2188,21.78,12.8
2189,21.78,12.8
2190,21.78,12.8
2191,23.87,12.8
2192,23.87,12.8
2193,23.87,12.8
2194,23.87,12.8
2195,23.87,12.8
2196,23.87,12.8
2197,23.87,12.8
2198,23.87,12.8
2199,40.05,12.8
2200,40.05,12.8
2201,40.05,12.8
2202,40.05,12.8
2203,40.05,12.8
2204,40.05,12.8
2205,23.87,12.8
2206,23.87,12.8
2207,21.78,12.8
2208,21.78,12.8
2209,21.78,12.8
2210,21.78,12.8
2211,21.78,12.8
2212,21.78,12.8
2213,21.78,12.8
2214,21.78,12.8
2215,23.87,12.8
2216,23.87,12.8
2217,23.87,12.8
2218,23.87,12.8
2219,23.87,12.8
2220,23.87,12.8
2221,23.87,12.8
2222,23.87,12.8
2223,40.05,12.8
2224,40.05,12.8
2225,40.05,12.8
2226,40.05,12.8
2227,40.05,12.8
2228,40.05,12.8
2229,23.87,12.8
2230,23.87,12.8
2231,21.78,12.8
2232,21.78,12.8
2233,21.78,12.8
2234,21.78,12.8
2235,21.78,12.8
2236,21.78,12.8
2237,21.78,12.8
2238,21.78,12.8
2239,23.87,12.8
2240,23.87,12.8
2241,23.87,12.8
2242,23.87,12.8
2243,23.87,12.8
2244,23.87,12.8
2245,23.87,12.8
2246,23.87,12.8
2247,40.05,12.8
2248,40.05,12.8
2249,40.05,12.8
2250,40.05,12.8
2251,40.05,12.8
2252,40.05,12.8
2253,23.87,12.8
2254,23.87,12.8
2255,21.78,12.8
2256,21.78,12.8
2257,21.78,12.8
2258,21.78,12.8
2259,21.78,12.8
2260,21.78,12.8
2261,21.78,12.8
2262,21.78,12.8
2263,23.87,12.8
2264,23.87,12.8
2265,23.87,12.8
2266,23.87,12.8
2267,23.87,12.8
2268,23.87,12.8
2269,23.87,12.8
2270,23.87,12.8
2271,40.05,12.8
2272,40.05,12.8
2273,40.05,12.8
2274,40.05,12.8
2275,40.05,12.8
2276,40.05,12.8
2277,23.87,12.8
2278,23.87,12.8
2279,21.78,12.8
2280,21.78,12.8
2281,21.78,12.8
2282,21.78,12.8
2283,21.78,12.8
2284,21.78,12.8
2285,21.78,12.8
2286,21.78,12.8
2287,23.87,12.8
2288,23.87,12.8
2289,23.87,12.8
2290,23.87,12.8
2291,23.87,12.8
2292,23.87,12.8
2293,23.87,12.8
2294,23.87,12.8
2295,40.05,12.8
2296,40.05,12.8
2297,40.05,12.8
2298,40.05,12.8
2299,40.05,12.8
2300,40.05,12.8
2301,23.87,12.8
2302,23.87,12.8
2303,21.78,12.8
2304,21.78,12.8
2305,21.78,12.8
2306,21.78,12.8
2307,21.78,12.8
2308,21.78,12.8
2309,21.78,12.8
2310,21.78,12.8
2311,23.87,12.8
2312,23.87,12.8
2313,23.87,12.8
2314,23.87,12.8
2315,23.87,12.8
2316,23.87,12.8
2317,23.87,12.8
2318,23.87,12.8
2319,40.05,12.8
2320,40.05,12.8
2321,40.05,12.8
2322,40.05,12.8
2323,40.05,12.8
2324,40.05,12.8
2325,23.87,12.8
2326,23.87,12.8
2327,21.78,12.8
2328,21.78,12.8
2329,21.78,12.8
2330,21.78,12.8
2331,21.78,12.8
2332,21.78,12.8
2333,21.78,12.8
2334,21.78,12.8
2335,23.87,12.8
2336,23.87,12.8
2337,23.87,12.8
2338,23.87,12.8
2339,23.87,12.8
2340,23.87,12.8
2341,23.87,12.8
2342,23.87,12.8
2343,40.05,12.8
2344,40.05,12.8
2345,40.05,12.8
2346,40.05,12.8
2347,40.05,12.8
2348,40.05,12.8
2349,23.87,12.8
2350,23.87,12.8
2351,21.78,12.8
2352,21.78,12.8
2353,21.78,12.8
2354,21.78,12.8
2355,21.78,12.8
2356,21.78,12.8
2357,21.78,12.8
2358,21.78,12.8
2359,23.87,12.8
2360,23.87,12.8
2361,23.87,12.8
2362,23.87,12.8
2363,23.87,12.8
2364,23.87,12.8
2365,23.87,12.8
2366,23.87,12.8
2367,40.05,12.8
2368,40.05,12.8
2369,40.05,12.8
2370,40.05,12.8
2371,40.05,12.8
2372,40.05,12.8
2373,23.87,12.8
2374,23.87,12.8
2375,21.78,12.8
2376,21.78,12.8
2377,21.78,12.8
2378,21.78,12.8
2379,21.78,12.8
2380,21.78,12.8
2381,21.78,12.8
2382,21.78,12.8
2383,23.87,12.8
2384,23.87,12.8
2385,23.87,12.8
2386,23.87,12.8
2387,23.87,12.8
2388,23.87,12.8
2389,23.87,12.8
2390,23.87,12.8
2391,40.05,12.8
2392,40.05,12.8
2393,40.05,12.8
2394,40.05,12.8
2395,40.05,12.8
2396,40.05,12.8
2397,23.87,12.8
2398,23.87,12.8
2399,21.78,12.8
2400,21.78,12.8
2401,21.78,12.8
2402,21.78,12.8
2403,21.78,12.8
2404,21.78,12.8
2405,21.78,12.8
2406,21.78,12.8
2407,23.87,12.8
2408,23.87,12.8
2409,23.87,12.8
2410,23.87,12.8
2411,23.87,12.8
2412,23.87,12.8
2413,23.87,12.8
2414,23.87,12.8
2415,40.05,12.8
2416,40.05,12.8
2417,40.05,12.8
2418,40.05,12.8
2419,40.05,12.8
2420,40.05,12.8
2421,23.87,12.8
2422,23.87,12.8
2423,21.78,12.8
2424,21.78,12.8
2425,21.78,12.8
2426,21.78,12.8
2427,21.78,12.8
2428,21.78,12.8
2429,21.78,12.8
2430,21.78,12.8
2431,23.87,12.8
2432,23.87,12.8
2433,23.87,12.8
2434,23.87,12.8
2435,23.87,12.8
2436,23.87,12.8
2437,23.87,12.8
2438,23.87,12.8
2439,40.05,12.8
2440,40.05,12.8
2441,40.05,12.8
2442,40.05,12.8
2443,40.05,12.8
2444,40.05,12.8
2445,23.87,12.8
2446,23.87,12.8
2447,21.78,12.8
2448,21.78,12.8
2449,21.78,12.8
2450,21.78,12.8
2451,21.78,12.8
2452,21.78,12.8
2453,21.78,12.8
2454,21.78,12.8
2455,23.87,12.8
2456,23.87,12.8
2457,23.87,12.8
2458,23.87,12.8
2459,23.87,12.8
2460,23.87,12.8
2461,23.87,12.8
2462,23.87,12.8
2463,40.05,12.8
2464,40.05,12.8
2465,40.05,12.8
2466,40.05,12.8
2467,40.05,12.8
2468,40.05,12.8
2469,23.87,12.8
2470,23.87,12.8
2471,21.78,12.8
2472,21.78,12.8
2473,21.78,12.8
2474,21.78,12.8
2475,21.78,12.8
2476,21.78,12.8
2477,21.78,12.8
2478,21.78,12.8
2479,23.87,12.8
2480,23.87,12.8
2481,23.87,12.8
2482,23.87,12.8
2483,23.87,12.8
2484,23.87,12.8
2485,23.87,12.8
2486,23.87,12.8
2487,40.05,12.8
2488,40.05,12.8
2489,40.05,12.8
2490,40.05,12.8
2491,40.05,12.8
2492,40.05,12.8
2493,23.87,12.8
2494,23.87,12.8
2495,21.78,12.8
2496,21.78,12.8
2497,21.78,12.8
2498,21.78,12.8
2499,21.78,12.8
2500,21.78,12.8
2501,21.78,12.8
2502,21.78,12.8
2503,23.87,12.8
2504,23.87,12.8
2505,23.87,12.8
2506,23.87,12.8
2507,23.87,12.8
2508,23.87,12.8
2509,23.87,12.8
2510,23.87,12.8
2511,40.05,12.8
2512,40.05,12.8
2513,40.05,12.8
2514,40.05,12.8
2515,40.05,12.8
2516,40.05,12.8
2517,23.87,12.8
2518,23.87,12.8
2519,21.78,12.8
2520,21.78,12.8
2521,21.78,12.8
2522,21.78,12.8
2523,21.78,12.8
2524,21.78,12.8
2525,21.78,12.8
2526,21.78,12.8
2527,23.87,12.8
2528,23.87,12.8
2529,23.87,12.8
2530,23.87,12.8
2531,23.87,12.8
2532,23.87,12.8
2533,23.87,12.8
2534,23.87,12.8
2535,40.05,12.8
2536,40.05,12.8
2537,40.05,12.8
2538,40.05,12.8
2539,40.05,12.8
2540,40.05,12.8
2541,23.87,12.8
2542,23.87,12.8
2543,21.78,12.8
2544,21.78,12.8
2545,21.78,12.8
2546,21.78,12.8
2547,21.78,12.8
2548,21.78,12.8
2549,21.78,12.8
2550,21.78,12.8
2551,23.87,12.8
2552,23.87,12.8
2553,23.87,12.8
2554,23.87,12.8
2555,23.87,12.8
2556,23.87,12.8
2557,23.87,12.8
2558,23.87,12.8
2559,40.05,12.8
2560,40.05,12.8
2561,40.05,12.8
2562,40.05,12.8
2563,40.05,12.8
2564,40.05,12.8
2565,23.87,12.8
2566,23.87,12.8
2567,21.78,12.8
2568,21.78,12.8
2569,21.78,12.8
2570,21.78,12.8
2571,21.78,12.8
2572,21.78,12.8
2573,21.78,12.8
2574,21.78,12.8
2575,23.87,12.8
2576,23.87,12.8
2577,23.87,12.8
2578,23.87,12.8
2579,23.87,12.8
2580,23.87,12.8
2581,23.87,12.8
2582,23.87,12.8
2583,40.05,12.8
2584,40.05,12.8
2585,40.05,12.8
2586,40.05,12.8
2587,40.05,12.8
2588,40.05,12.8
2589,23.87,12.8
2590,23.87,12.8
2591,21.78,12.8
2592,21.78,12.8
2593,21.78,12.8
2594,21.78,12.8
2595,21.78,12.8
2596,21.78,12.8
2597,21.78,12.8
2598,21.78,12.8
2599,23.87,12.8
2600,23.87,12.8
2601,23.87,12.8
2602,23.87,12.8
2603,23.87,12.8
2604,23.87,12.8
2605,23.87,12.8
2606,23.87,12.8
2607,40.05,12.8
2608,40.05,12.8
2609,40.05,12.8
2610,40.05,12.8
2611,40.05,12.8
2612,40.05,12.8
2613,23.87,12.8
2614,23.87,12.8
2615,21.78,12.8
2616,21.78,12.8
2617,21.78,12.8
2618,21.78,12.8
2619,21.78,12.8
2620,21.78,12.8
2621,21.78,12.8
2622,21.78,12.8
2623,23.87,12.8
2624,23.87,12.8
2625,23.87,12.8
2626,23.87,12.8
2627,23.87,12.8
2628,23.87,12.8
2629,23.87,12.8
